Name_ID,Gender,Breed,Age,Animal Type,Weight,Brought to Shelter,Kennel Location,Scrape Date,age_numeric,Weight_num,Name,ID,location_simple,kennel_name,kennel_num,side,Days_at_shelter,result
SAINT (A1237556),Male,Pit Bull Terrier,1 year,Dog,30 pounds,2024-12-22,FOSTER,2024-12-30,1.0,30.0,SAINT,1237556,Foster,FOSTER,,,8,Looking for Furever Home
TAWNY (A1237178),Male,Pit Bull Terrier,10 months old,Dog,35 pounds,2024-12-22,LST 21L,2024-12-30,0.8333333333333334,35.0,TAWNY,1237178,Byrum,LST ,21,L,8,Looking for Furever Home
MARS (A1237143),Female,American Pit Bull Terrier,3 years old,Dog,75 pounds,2024-12-22,ADOPT 18L,2024-12-30,3.0,75.0,MARS,1237143,Byrum,ADOPT ,18,L,8,Looking for Furever Home
MADDOX (A1201523),Male,Pit Bull Terrier,4 years old,Dog,37 pounds,2024-12-22,FOSTER,2024-12-30,4.0,37.0,MADDOX,1201523,Foster,FOSTER,,,8,Looking for Furever Home
DEZ (A1203383),Male,Pit Bull Terrier,"2 years, 5 months old",Dog,77 pounds,2024-12-22,TOOMEYD04,2024-12-30,2.0,77.0,DEZ,1203383,Toomey,TOOMEYD,04,,8,Looking for Furever Home
CAROLINA (A1180514),Female,Breed information is not provided by this shelter,4 years old,Dog,62 pounds,2024-12-22,ADOPT 06L,2024-12-30,4.0,62.0,CAROLINA,1180514,Byrum,ADOPT ,06,L,8,Looking for Furever Home
BROCK (A1222722),Male,Bulldog,"1 year, 10 months old",Dog,50 pounds,2024-12-22,TOOMEYD18,2024-12-30,1.0,50.0,BROCK,1222722,Toomey,TOOMEYD,18,,8,Looking for Furever Home
CAPTAIN (A1232747),Male,Pit Bull Terrier,5 years old,Dog,49 pounds,2024-12-22,TOOMEYD12,2024-12-30,5.0,49.0,CAPTAIN,1232747,Toomey,TOOMEYD,12,,8,Looking for Furever Home
ATLAN (A1232762),Male,Pit Bull Terrier,"2 years, 4 months old",Dog,52 pounds,2024-12-22,FOSTER,2024-12-30,2.0,52.0,ATLAN,1232762,Foster,FOSTER,,,8,Looking for Furever Home
GEODUDE (A1233133),Male,Staffordshire Bull Terrier mix,6 years old,Dog,50 pounds,2024-12-22,TOOMEYD29,2024-12-30,6.0,50.0,GEODUDE,1233133,Toomey,TOOMEYD,29,,8,Looking for Furever Home
DENVER (A1234080),Male,Pit Bull Terrier and Rottweiler,6 years old,Dog,60 pounds,2024-12-22,FOSTER,2024-12-30,6.0,60.0,DENVER,1234080,Foster,FOSTER,,,8,Looking for Furever Home
DASH (A1234314),Male,Pit Bull Terrier mix,"2 years, 3 months old",Dog,45 pounds,2024-12-22,TOOMEYD33,2024-12-30,2.0,45.0,DASH,1234314,Toomey,TOOMEYD,33,,8,Looking for Furever Home
INDY (A1234818),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024-12-22,TOOMEYD17,2024-12-30,4.0,57.0,INDY,1234818,Toomey,TOOMEYD,17,,8,Looking for Furever Home
MOOSE (A1234846),Male,Pit Bull Terrier,7 years old,Dog,71 pounds,2024-12-22,FOSTER,2024-12-30,7.0,71.0,MOOSE,1234846,Foster,FOSTER,,,8,Looking for Furever Home
REBEL (A1235595),Male,Labrador Retriever mix,5 years old,Dog,50 pounds,2024-12-22,TOOMEYD24,2024-12-30,5.0,50.0,REBEL,1235595,Toomey,TOOMEYD,24,,8,Looking for Furever Home
HENRY (A1235841),Male,Breed information is not provided by this shelter,"1 year, 2 months old",Dog,68 pounds,2024-12-22,TOOMEYD03,2024-12-30,1.0,68.0,HENRY,1235841,Toomey,TOOMEYD,03,,8,Looking for Furever Home
HUNTER (A1235927),Male,Pit Bull Terrier,7 years old,Dog,52 pounds,2024-12-22,FOSTER,2024-12-30,7.0,52.0,HUNTER,1235927,Foster,FOSTER,,,8,Looking for Furever Home
BELLE (A1236636),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,37 pounds,2024-12-22,FOSTER,2024-12-30,2.0,37.0,BELLE,1236636,Foster,FOSTER,,,8,Looking for Furever Home
NOODLE (A1236653),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,44 pounds,2024-12-22,TOOMEYD26,2024-12-30,2.0,44.0,NOODLE,1236653,Toomey,TOOMEYD,26,,8,Looking for Furever Home
SCOOTER (A1236414),Male,German Shepherd Dog mix,10 months old,Dog,63 pounds,2024-12-22,TOOMEYD27,2024-12-30,0.8333333333333334,63.0,SCOOTER,1236414,Toomey,TOOMEYD,27,,8,Adopted
MILO (A1235364),Male,Labrador Retriever,"1 year, 8 months old",Dog,57 pounds,2024-12-21,ADOPT 21R,2024-12-30,1.0,57.0,MILO,1235364,Byrum,ADOPT ,21,R,9,Looking for Furever Home
OSO (A1237386),Male,Siberian Husky,8 years old,Dog,89 pounds,2024-12-21,FOSTER,2024-12-30,8.0,89.0,OSO,1237386,Foster,FOSTER,,,9,Looking for Furever Home
A1237923,Male,Labrador Retriever mix,3 years old,Dog,44 pounds,2024-12-21,ADOPT 09L,2024-12-30,3.0,44.0,,1237923,Byrum,ADOPT ,09,L,9,Looking for Furever Home
A1237926,Male,Siberian Husky,4 years old,Dog,52 pounds,2024-12-21,ADOPT 13L,2024-12-30,4.0,52.0,,1237926,Byrum,ADOPT ,13,L,9,Looking for Furever Home
BLAKE (A1237927),Male,Pit Bull Terrier,1 year,Dog,33 pounds,2024-12-21,ADOPT 11L,2024-12-30,1.0,33.0,BLAKE,1237927,Byrum,ADOPT ,11,L,9,Looking for Furever Home
A1237948,Male,Pit Bull Terrier,8 years old,Dog,36 pounds,2024-12-21,ADOPT 16L,2024-12-30,8.0,36.0,,1237948,Byrum,ADOPT ,16,L,9,Looking for Furever Home
HANK (A1238030),Male,Labrador Retriever,10 months old,Dog,17 pounds,2024-12-21,FOSTER,2024-12-30,0.8333333333333334,17.0,HANK,1238030,Foster,FOSTER,,,9,Looking for Furever Home
A1238052,Female,Pit Bull Terrier and Labrador Retriever,1 year,Dog,42 pounds,2024-12-21,PUPPYISO,2024-12-30,1.0,42.0,,1238052,Byrum,PUPPYISO,,,9,Looking for Furever Home
IZZY (A1238056),Female,Great Dane,7 years old,Dog,90 pounds,2024-12-21,FOSTER,2024-12-30,7.0,90.0,IZZY,1238056,Foster,FOSTER,,,9,Looking for Furever Home
LUGNUT (A1238058),Male,Pit Bull Terrier,1 year,Dog,35 pounds,2024-12-21,FOSTER,2024-12-30,1.0,35.0,LUGNUT,1238058,Foster,FOSTER,,,9,Looking for Furever Home
HUDSON (A1237817),Male,Pit Bull Terrier,2 years,Dog,61 pounds,2024-12-20,ADOPT 17R,2024-12-30,2.0,61.0,HUDSON,1237817,Byrum,ADOPT ,17,R,10,Looking for Furever Home
JOY (A1237826),Female,Boxer,1 year,Dog,43 pounds,2024-12-20,ADOPT 01R,2024-12-30,1.0,43.0,JOY,1237826,Byrum,ADOPT ,01,R,10,Looking for Furever Home
LINUS (A1235715),Male,American Bulldog mix,3 years old,Dog,52 pounds,2024-12-20,FOSTER,2024-12-30,3.0,52.0,LINUS,1235715,Foster,FOSTER,,,10,Looking for Furever Home
BLUE PEARL (A1197831),Female,Alaskan Husky,3 years old,Dog,57 pounds,2024-12-19,ADOPT 11R,2024-12-30,3.0,57.0,BLUE PEARL,1197831,Byrum,ADOPT ,11,R,11,Looking for Furever Home
JAKE (A1084281),Male,Siberian Husky,10 years old,Dog,40 pounds,2024-12-19,ADOPT 23R,2024-12-30,10.0,40.0,JAKE,1084281,Byrum,ADOPT ,23,R,11,Looking for Furever Home
LARK (A1237765),Female,Pit Bull Terrier,8 months old,Dog,38 pounds,2024-12-19,FOSTER,2024-12-30,0.6666666666666666,38.0,LARK,1237765,Foster,FOSTER,,,11,Looking for Furever Home
LEXY (A5272761),Female,Pit Bull Terrier mix,7 years old,Dog,57 pounds,2024-12-19,DOG INTAKE,2024-12-30,7.0,57.0,LEXY,5272761,Byrum,DOG INTAKE,,,11,Looking for Furever Home
A1237800,Male,Pit Bull Terrier,10 years old,Dog,53 pounds,2024-12-19,DOGNCARE 1,2024-12-30,10.0,53.0,,1237800,Byrum,DOGNCARE ,1,,11,Looking for Furever Home
A1237801,Male,Pit Bull Terrier,4 years old,Dog,56 pounds,2024-12-19,ADOPT 05R,2024-12-30,4.0,56.0,,1237801,Byrum,ADOPT ,05,R,11,Looking for Furever Home
POPPY (A1237805),Female,Pit Bull Terrier,2 years,Dog,41 pounds,2024-12-19,ADOPT 09R,2024-12-30,2.0,41.0,POPPY,1237805,Byrum,ADOPT ,09,R,11,Looking for Furever Home
WILLOW (A1237786),Female,Pit Bull Terrier,4 years old,Dog,40 pounds,2024-12-19,ADOPT 24L,2024-12-30,4.0,40.0,WILLOW,1237786,Byrum,ADOPT ,24,L,11,Looking for Furever Home
MOOCHI (A1237040),Male,Pit Bull Terrier,11 months old,Dog,47 pounds,2024-12-18,FOSTER,2024-12-30,0.9166666666666666,47.0,MOOCHI,1237040,Foster,FOSTER,,,12,Looking for Furever Home
CARTER (A1232323),Male,Australian Cattle Dog mix,"1 year, 4 months old",Dog,50 pounds,2024-12-18,FOSTER,2024-12-30,1.0,50.0,CARTER,1232323,Foster,FOSTER,,,12,Looking for Furever Home
GRACIE (A1233510),Female,American Staffordshire Terrier,"1 year, 3 months old",Dog,47 pounds,2024-12-18,FOSTER,2024-12-30,1.0,47.0,GRACIE,1233510,Foster,FOSTER,,,12,Looking for Furever Home
ELSIE (A1234451),Female,Pit Bull Terrier,3 years old,Dog,43 pounds,2024-12-17,FOSTER,2024-12-30,3.0,43.0,ELSIE,1234451,Foster,FOSTER,,,13,Looking for Furever Home
MARLOWE (A1227246),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,48 pounds,2024-12-17,FOSTER,2024-12-30,1.0,48.0,MARLOWE,1227246,Foster,FOSTER,,,13,Looking for Furever Home
HAIDY (A1237426),Female,Pit Bull Terrier mix,2 years,Dog,64 pounds,2024-12-17,DOGNCARE 2,2024-12-30,2.0,64.0,HAIDY,1237426,Byrum,DOGNCARE ,2,,13,Looking for Furever Home
MAX (A1237694),Male,Labrador Retriever,2 years,Dog,51 pounds,2024-12-17,FOSTER,2024-12-30,2.0,51.0,MAX,1237694,Foster,FOSTER,,,13,Looking for Furever Home
ROCKY (A1237706),Male,Pit Bull Terrier mix,8 years old,Dog,78 pounds,2024-12-17,ADOPT 17L,2024-12-30,8.0,78.0,ROCKY,1237706,Byrum,ADOPT ,17,L,13,Looking for Furever Home
PINKY (A1237721),Female,Pit Bull Terrier,2 years,Dog,50 pounds,2024-12-17,FOSTER,2024-12-30,2.0,50.0,PINKY,1237721,Foster,FOSTER,,,13,Looking for Furever Home
BAILEY (A1237722),Male,Breed information is not provided by this shelter,7 years old,Dog,51 pounds,2024-12-17,FOSTER,2024-12-30,7.0,51.0,BAILEY,1237722,Foster,FOSTER,,,13,Looking for Furever Home
DIXON (A1237667),Male,Pit Bull Terrier,6 years old,Dog,49 pounds,2024-12-16,ADOPT 14L,2024-12-30,6.0,49.0,DIXON,1237667,Byrum,ADOPT ,14,L,14,Looking for Furever Home
FETTUCCINE (A1237668),Female,Pit Bull Terrier,2 years,Dog,32 pounds,2024-12-16,FOSTER,2024-12-30,2.0,32.0,FETTUCCINE,1237668,Foster,FOSTER,,,14,Looking for Furever Home
HERBERT (A1222733),Male,Boxer mix,"2 years, 10 months old",Dog,51 pounds,2024-12-16,FOSTER,2024-12-30,2.0,51.0,HERBERT,1222733,Foster,FOSTER,,,14,Looking for Furever Home
HAZEL (A1213964),Female,Breed information is not provided by this shelter and Black Mouth Cur,10 years old,Dog,44 pounds,2024-12-16,FOSTER,2024-12-30,10.0,44.0,HAZEL,1213964,Foster,FOSTER,,,14,Looking for Furever Home
HUGH (A1236340),Male,Pit Bull Terrier,8 years old,Dog,90 pounds,2024-12-16,ADOPT 10L,2024-12-30,8.0,90.0,HUGH,1236340,Byrum,ADOPT ,10,L,14,Looking for Furever Home
TYBER (A1236347),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,51 pounds,2024-12-16,FOSTER,2024-12-30,2.0,51.0,TYBER,1236347,Foster,FOSTER,,,14,Looking for Furever Home
ZUNI (A1236367),Female,German Shepherd Dog mix,11 months old,Dog,61 pounds,2024-12-15,FOSTER,2024-12-30,0.9166666666666666,61.0,ZUNI,1236367,Foster,FOSTER,,,15,Looking for Furever Home
LORETTA (A1237023),Female,Pit Bull Terrier,8 years old,Dog,63 pounds,2024-12-15,DOGNCARE 1,2024-12-30,8.0,63.0,LORETTA,1237023,Byrum,DOGNCARE ,1,,15,Looking for Furever Home
BUDDY (A1175318),Male,Beagle mix,6 years old,Dog,62 pounds,2024-12-15,FOSTER,2024-12-30,6.0,62.0,BUDDY,1175318,Foster,FOSTER,,,15,Looking for Furever Home
VICTORIA (A1237634),Female,American Pit Bull Terrier mix,2 years,Dog,50 pounds,2024-12-15,TOOMEYD30,2024-12-30,2.0,50.0,VICTORIA,1237634,Toomey,TOOMEYD,30,,15,Looking for Furever Home
WILBUR (A1236981),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,64 pounds,2024-12-15,FOSTER,2024-12-30,1.0,64.0,WILBUR,1236981,Foster,FOSTER,,,15,Looking for Furever Home
MEGA (A1237391),Male,Siberian Husky,8 years old,Dog,66 pounds,2024-12-14,FOSTER,2024-12-30,8.0,66.0,MEGA,1237391,Foster,FOSTER,,,16,Looking for Furever Home
STARLA (A1237414),Female,Pit Bull Terrier mix,1 year,Dog,41 pounds,2024-12-13,FOSTER,2024-12-30,1.0,41.0,STARLA,1237414,Foster,FOSTER,,,17,Looking for Furever Home
ALLIE (A1237043),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,36 pounds,2024-12-13,FOSTER,2024-12-30,2.0,36.0,ALLIE,1237043,Foster,FOSTER,,,17,Looking for Furever Home
MATTHIAS (A1237237),Male,Pit Bull Terrier mix,2 years,Dog,52 pounds,2024-12-13,DOGNCARE 2,2024-12-30,2.0,52.0,MATTHIAS,1237237,Byrum,DOGNCARE ,2,,17,Looking for Furever Home
FOREST (A1237580),Male,Pit Bull Terrier mix,2 years,Dog,52 pounds,2024-12-13,DOGNCARE 1,2024-12-30,2.0,52.0,FOREST,1237580,Byrum,DOGNCARE ,1,,17,Looking for Furever Home
